Week Ending Date,State,Observed Number,Upper Bound Threshold,Exceeds Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Year,Total Excess Lower Estimate in 2020,Total Excess Higher Estimate in 2020,Percent Excess Lower Estimate,Percent Excess Higher Estimate,Type,Outcome,Suppress,Note
2020-07-11,Delaware,211,202,true,172,9,39,2020,492,1091,0.0,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-07-18,Delaware,210,201,true,171,9,39,2020,492,1091,0.0,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-07-25,Delaware,220,198,true,169,22,51,2020,492,1091,0.1,0.3,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-01,Delaware,214,201,true,171,13,43,2020,492,1091,0.1,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-08,Delaware,208,198,true,169,10,39,2020,492,1091,0.1,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-15,Delaware,202,200,true,171,2,31,2020,492,1091,0.0,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weighted numbers of deaths are 20% or more higher than the control counts. Data may be less complete than in previous years, or weights may be too high in states where timeliness of provisional data has improved."
2020-08-22,Delaware,165,201,false,172,0,0,2020,492,1091,0.0,0.0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weighted numbers of deaths are 20% or more higher than the control counts. Data may be less complete than in previous years, or weights may be too high in states where timeliness of provisional data has improved."
2020-08-29,Delaware,133,201,false,173,0,0,2020,492,1091,0.0,0.0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weighted numbers of deaths are 20% or more higher than the control counts. Data may be less complete than in previous years, or weights may be too high in states where timeliness of provisional data has improved."
2017-01-14,District of Columbia,127,141,false,119,0,8,2017,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2017-01-21,District of Columbia,125,141,false,119,0,6,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-01-28,District of Columbia,119,144,false,122,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-02-04,District of Columbia,128,144,false,122,0,6,2017,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2017-02-11,District of Columbia,123,143,false,120,0,3,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-02-18,District of Columbia,147,142,true,120,5,27,2017,649,1168,0.0,0.2,Predicted (weighted),All causes,,
2017-02-25,District of Columbia,125,143,false,121,0,4,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-03-04,District of Columbia,133,141,false,119,0,14,2017,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2017-03-11,District of Columbia,136,141,false,118,0,18,2017,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2017-03-18,District of Columbia,115,143,false,120,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-03-25,District of Columbia,137,145,false,122,0,15,2017,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2017-04-01,District of Columbia,129,143,false,121,0,8,2017,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2017-04-08,District of Columbia,119,145,false,122,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-04-15,District of Columbia,123,144,false,121,0,2,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-04-22,District of Columbia,134,142,false,120,0,14,2017,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2017-04-29,District of Columbia,134,138,false,116,0,18,2017,649,1168,0.0,0.2,Predicted (weighted),All causes,,
2017-05-06,District of Columbia,112,136,false,114,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-05-13,District of Columbia,117,133,false,111,0,6,2017,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2017-05-20,District of Columbia,127,130,false,109,0,18,2017,649,1168,0.0,0.2,Predicted (weighted),All causes,,
2017-05-27,District of Columbia,99,130,false,109,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-06-03,District of Columbia,130,132,false,111,0,19,2017,649,1168,0.0,0.2,Predicted (weighted),All causes,,
2017-06-10,District of Columbia,115,136,false,114,0,1,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-06-17,District of Columbia,105,138,false,115,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-06-24,District of Columbia,105,139,false,117,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-07-01,District of Columbia,128,138,false,116,0,12,2017,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2017-07-08,District of Columbia,111,139,false,116,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-07-15,District of Columbia,120,138,false,115,0,5,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-07-22,District of Columbia,109,135,false,113,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-07-29,District of Columbia,92,137,false,115,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-08-05,District of Columbia,111,140,false,117,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-08-12,District of Columbia,113,138,false,116,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-08-19,District of Columbia,110,137,false,114,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-08-26,District of Columbia,102,141,false,118,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-09-02,District of Columbia,118,137,false,115,0,3,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-09-09,District of Columbia,114,138,false,116,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-09-16,District of Columbia,113,141,false,118,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-09-23,District of Columbia,117,142,false,119,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-09-30,District of Columbia,121,145,false,122,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-10-07,District of Columbia,115,147,false,124,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-10-14,District of Columbia,128,145,false,123,0,5,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-10-21,District of Columbia,119,146,false,123,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-10-28,District of Columbia,101,147,false,124,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-11-04,District of Columbia,98,146,false,123,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-11-11,District of Columbia,123,146,false,123,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-11-18,District of Columbia,112,149,false,126,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-11-25,District of Columbia,114,151,false,128,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-12-02,District of Columbia,116,152,false,129,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-12-09,District of Columbia,129,155,false,132,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-12-16,District of Columbia,123,155,false,131,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-12-23,District of Columbia,134,156,false,132,0,2,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2017-12-30,District of Columbia,126,157,false,133,0,0,2017,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-01-06,District of Columbia,155,158,false,134,0,21,2018,649,1168,0.0,0.2,Predicted (weighted),All causes,,
2018-01-13,District of Columbia,157,154,true,131,3,26,2018,649,1168,0.0,0.2,Predicted (weighted),All causes,,
2018-01-20,District of Columbia,121,159,false,135,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-01-27,District of Columbia,136,158,false,134,0,2,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-02-03,District of Columbia,139,160,false,136,0,3,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-02-10,District of Columbia,145,157,false,133,0,12,2018,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2018-02-17,District of Columbia,130,159,false,135,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-02-24,District of Columbia,95,157,false,133,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-03-03,District of Columbia,127,155,false,131,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-03-10,District of Columbia,112,153,false,129,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-03-17,District of Columbia,118,156,false,132,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-03-24,District of Columbia,112,155,false,131,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-03-31,District of Columbia,135,153,false,129,0,6,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-04-07,District of Columbia,120,155,false,132,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-04-14,District of Columbia,115,154,false,130,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-04-21,District of Columbia,109,152,false,129,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-04-28,District of Columbia,124,149,false,126,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-05-05,District of Columbia,135,146,false,123,0,12,2018,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2018-05-12,District of Columbia,107,140,false,117,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-05-19,District of Columbia,104,138,false,116,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-05-26,District of Columbia,117,138,false,115,0,2,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-06-02,District of Columbia,106,137,false,115,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-06-09,District of Columbia,113,138,false,116,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-06-16,District of Columbia,114,142,false,119,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-06-23,District of Columbia,105,141,false,118,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-06-30,District of Columbia,121,142,false,120,0,1,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-07-07,District of Columbia,102,144,false,121,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-07-14,District of Columbia,115,143,false,120,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-07-21,District of Columbia,125,141,false,118,0,7,2018,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2018-07-28,District of Columbia,102,140,false,117,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-08-04,District of Columbia,132,141,false,118,0,14,2018,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2018-08-11,District of Columbia,109,142,false,119,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-08-18,District of Columbia,114,144,false,121,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-08-25,District of Columbia,111,146,false,122,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-09-01,District of Columbia,95,143,false,120,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-09-08,District of Columbia,104,145,false,121,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-09-15,District of Columbia,116,146,false,121,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-09-22,District of Columbia,112,145,false,121,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-09-29,District of Columbia,127,147,false,123,0,4,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-10-06,District of Columbia,105,149,false,125,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-10-13,District of Columbia,119,148,false,124,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-10-20,District of Columbia,127,146,false,122,0,5,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-10-27,District of Columbia,139,147,false,122,0,17,2018,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2018-11-03,District of Columbia,119,146,false,121,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-11-10,District of Columbia,125,145,false,121,0,4,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-11-17,District of Columbia,108,147,false,123,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-11-24,District of Columbia,120,152,false,127,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-12-01,District of Columbia,108,154,false,128,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-12-08,District of Columbia,106,157,false,131,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-12-15,District of Columbia,123,156,false,132,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-12-22,District of Columbia,138,158,false,133,0,5,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2018-12-29,District of Columbia,103,160,false,134,0,0,2018,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-01-05,District of Columbia,130,162,false,136,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-01-12,District of Columbia,122,160,false,134,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-01-19,District of Columbia,105,162,false,137,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-01-26,District of Columbia,116,163,false,137,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-02-02,District of Columbia,124,162,false,137,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-02-09,District of Columbia,120,161,false,135,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-02-16,District of Columbia,114,161,false,135,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-02-23,District of Columbia,113,158,false,133,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-03-02,District of Columbia,106,155,false,131,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-03-09,District of Columbia,121,153,false,129,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-03-16,District of Columbia,121,158,false,133,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-03-23,District of Columbia,104,157,false,132,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-03-30,District of Columbia,101,156,false,131,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-04-06,District of Columbia,111,158,false,133,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-04-13,District of Columbia,104,157,false,132,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-04-20,District of Columbia,113,154,false,130,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-04-27,District of Columbia,125,151,false,127,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-05-04,District of Columbia,115,150,false,125,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-05-11,District of Columbia,107,145,false,121,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-05-18,District of Columbia,88,142,false,118,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-05-25,District of Columbia,110,140,false,116,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-06-01,District of Columbia,106,139,false,115,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-06-08,District of Columbia,107,139,false,115,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-06-15,District of Columbia,104,141,false,117,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-06-22,District of Columbia,117,141,false,117,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-06-29,District of Columbia,91,141,false,117,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-07-06,District of Columbia,99,141,false,118,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-07-13,District of Columbia,107,141,false,117,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-07-20,District of Columbia,124,139,false,115,0,9,2019,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2019-07-27,District of Columbia,128,139,false,115,0,13,2019,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2019-08-03,District of Columbia,92,140,false,116,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-08-10,District of Columbia,109,139,false,115,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-08-17,District of Columbia,122,141,false,116,0,6,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-08-24,District of Columbia,116,140,false,116,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-08-31,District of Columbia,118,137,false,114,0,4,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-09-07,District of Columbia,121,137,false,114,0,7,2019,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2019-09-14,District of Columbia,111,139,false,115,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-09-21,District of Columbia,120,140,false,116,0,4,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-09-28,District of Columbia,116,142,false,117,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-10-05,District of Columbia,96,143,false,119,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-10-12,District of Columbia,127,143,false,119,0,8,2019,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2019-10-19,District of Columbia,129,141,false,117,0,12,2019,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2019-10-26,District of Columbia,130,142,false,118,0,12,2019,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2019-11-02,District of Columbia,138,142,false,118,0,20,2019,649,1168,0.0,0.2,Predicted (weighted),All causes,,
2019-11-09,District of Columbia,140,140,false,117,0,23,2019,649,1168,0.0,0.2,Predicted (weighted),All causes,,
2019-11-16,District of Columbia,105,141,false,117,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-11-23,District of Columbia,122,144,false,119,0,3,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-11-30,District of Columbia,119,144,false,119,0,0,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-12-07,District of Columbia,136,146,false,122,0,14,2019,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2019-12-14,District of Columbia,123,146,false,121,0,2,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-12-21,District of Columbia,123,145,false,121,0,2,2019,649,1168,0.0,0.0,Predicted (weighted),All causes,,
2019-12-28,District of Columbia,156,146,true,121,10,35,2019,649,1168,0.1,0.3,Predicted (weighted),All causes,,
2020-01-04,District of Columbia,132,145,false,120,0,12,2020,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2020-01-11,District of Columbia,128,138,false,115,0,13,2020,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2020-01-18,District of Columbia,140,141,false,117,0,23,2020,649,1168,0.0,0.2,Predicted (weighted),All causes,,
2020-01-25,District of Columbia,131,142,false,119,0,12,2020,649,1168,0.0,0.1,Predicted (weighted),All causes,,
2020-02-01,District of Columbia,143,144,false,120,0,23,2020,649,1168,0.0,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-02-08,District of Columbia,131,143,false,119,0,12,2020,649,1168,0.0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-02-15,District of Columbia,122,142,false,118,0,4,2020,649,1168,0.0,0.0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-02-22,District of Columbia,104,141,false,117,0,0,2020,649,1168,0.0,0.0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-02-29,District of Columbia,135,139,false,116,0,19,2020,649,1168,0.0,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-03-07,District of Columbia,118,136,false,114,0,4,2020,649,1168,0.0,0.0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-03-14,District of Columbia,114,138,false,115,0,0,2020,649,1168,0.0,0.0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-03-21,District of Columbia,131,139,false,116,0,15,2020,649,1168,0.0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-03-28,District of Columbia,132,137,false,114,0,18,2020,649,1168,0.0,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-04-04,District of Columbia,159,135,true,112,24,47,2020,649,1168,0.2,0.4,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-04-11,District of Columbia,197,138,true,116,59,81,2020,649,1168,0.4,0.7,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-04-18,District of Columbia,206,139,true,116,67,90,2020,649,1168,0.5,0.8,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-04-25,District of Columbia,246,137,true,114,109,132,2020,649,1168,0.8,1.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-02,District of Columbia,219,135,true,112,84,107,2020,649,1168,0.6,1.0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-09,District of Columbia,218,136,true,113,82,105,2020,649,1168,0.6,0.9,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-16,District of Columbia,185,132,true,109,53,76,2020,649,1168,0.4,0.7,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-23,District of Columbia,185,128,true,105,57,80,2020,649,1168,0.4,0.8,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-30,District of Columbia,172,129,true,107,43,65,2020,649,1168,0.3,0.6,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-06-06,District of Columbia,153,130,true,107,23,46,2020,649,1168,0.2,0.4,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-06-13,District of Columbia,150,128,true,106,22,44,2020,649,1168,0.2,0.4,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-06-20,District of Columbia,136,129,true,107,7,29,2020,649,1168,0.1,0.3,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-06-27,District of Columbia,132,128,true,106,4,26,2020,649,1168,0.0,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-07-04,District of Columbia,125,130,false,107,0,18,2020,649,1168,0.0,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-07-11,District of Columbia,144,132,true,109,12,35,2020,649,1168,0.1,0.3,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-07-18,District of Columbia,127,131,false,109,0,18,2020,649,1168,0.0,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-07-25,District of Columbia,131,131,true,108,0,23,2020,649,1168,0.0,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-01,District of Columbia,136,133,true,110,3,26,2020,649,1168,0.0,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-08,District of Columbia,121,132,false,109,0,12,2020,649,1168,0.0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-15,District of Columbia,121,130,false,107,0,14,2020,649,1168,0.0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-22,District of Columbia,94,132,false,109,0,0,2020,649,1168,0.0,0.0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-08-29,District of Columbia,108,133,false,110,0,0,2020,649,1168,0.0,0.0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2017-01-14,Florida,4337,4440,false,4156,0,181,2017,11782,16821,0.0,0.0,Predicted (weighted),All causes,,
2017-01-21,Florida,4237,4477,false,4196,0,41,2017,11782,16821,0.0,0.0,Predicted (weighted),All causes,,
2017-01-28,Florida,4039,4499,false,4272,0,0,2017,11782,16821,0.0,0.0,Predicted (weighted),All causes,,
